nombre,tipo_elec,onomastico,suplente,edo,ent,ent_2,correo,ext
Dip. Juan Jose Canul Perez,Mayoria Relativa,08-ene-72,Wilberth Antonio Cach Yah,Yucatan,Distrito:5,H-257,juan.canul@diputados.gob.mx,59424
Dip. Mirna Zabeida Maldonado Tapia,Mayoria Relativa,13-may-69,Amalia Roman Longoria,Zacatecas,Distrito:1,M-485,mirna.maldonado@diputados.gob.mx,61591
Dip. Lyndiana Elizabeth Bugarin Cortes,Mayoria Relativa,13-dic-88,Ana Yajaira Felix Rivera,Zacatecas,Distrito:2,H-253,lyndiana.bugarin@diputados.gob.mx,59630
Dip. Alfredo Femat Banuelos,Mayoria Relativa,12-ene-61,Miguel Jaquez Salazar,Zacatecas,Distrito:3,F-197,alfredo.femat@diputados.gob.mx,62040
Dip. Samuel Herrera Chavez,Mayoria Relativa,17-sep-54,Rumaldo Ortiz Herrera,Zacatecas,Distrito:4,L-444,samuel.herrera@diputados.gob.mx,61588
Dip. Patricia Terrazas Baca,Representacion proporcional,26-sep-66,Perla Paola Adame Torres,Chihuahua,Circunscripcion:1,D-084,patricia.terrazas@diputados.gob.mx,57125
Dip. Ernesto Guillermo Ruffo Appel,Representacion proporcional,25-jun-52,Victor Ivan Lujano Sarabia,Baja California,Circunscripcion:1,E-123,ernesto.ruffo@diputados.gob.mx,59909
Dip. Martha Elena Garcia Gomez,Representacion proporcional,03-may-45,Mayela Leonila Godinez Alarcon,Nayarit,Circunscripcion:1,A-001,melena.garcia@diputados.gob.mx,59964
Dip. Jose Rigoberto Mares Aguilar,Representacion proporcional,17-feb-81,Armando Fidel Castro Trasvina,Baja California Sur,Circunscripcion:1,E-125,jose.mares@diputados.gob.mx,59901
Dip. Madeleine Bonnafoux Alcaraz,Representacion proporcional,31-ene-79,Brenda Lizeth Cordova Buzani,Sonora,Circunscripcion:1,C-057,madeleine.bonnafoux@diputados.gob.mx,59910
Dip. Jose Ramon Cambero Perez,Representacion proporcional,27-jun-71,Fernando Jesus Sanchez Zatarain,Nayarit,Circunscripcion:1,I-288,jose.cambero@diputados.gob.mx,59889
Dip. Lizbeth Mata Lozano,Representacion proporcional,10-ene-84,Monica Janette Palomarez Ching,Baja California,Circunscripcion:1,I-292,lizbeth.mata@diputados.gob.mx,59884
Dip. Carlos Humberto Castanos Valenzuela,Representacion proporcional,14-abr-77,Jose De Jesus Rojas Rivera,Sinaloa,Circunscripcion:1,C-051,carlos.castanos@diputados.gob.mx,59908
Dip. Manuel Lopez Castillo,Representacion proporcional,12-feb-48,Esteban Cabrera Meda,Sonora,Circunscripcion:1,K-407,manuel.lopez@diputados.gob.mx,61573
Dip. Veronica Beatriz Juarez Pina,Representacion proporcional,28-sep-71,Beatriz Selene Zamora Romero,Jalisco,Circunscripcion:1,M-463,veronica.juarez@diputados.gob.mx,55121
Dip. Itzcoatl Tonatiuh Bravo Padilla (LICENCIA),Representacion proporcional,07-feb-60,Enrique Israel Medina Torres,Jalisco,Circunscripcion:1,D-093,tonatiuhb@diputados.gob.mx,62603
Dip. Martha Angelica Zamudio Macias,Representacion proporcional,24-feb-57,Michelle Estefania Murguia Puga,Jalisco,Circunscripcion:1,E-129,martha.zamudio@diputados.gob.mx,62638
Dip. Jorge Alcibiades Garcia Lara,Representacion proporcional,05-ago-69,Diego Mejia Ibanez,Baja California,Circunscripcion:1,C-059,jorge.garcia@diputados.gob.mx,62620
Dip. Maria Libier Gonzalez Anaya,Representacion proporcional,27-mar-54,Elvia Yolanda Martinez Cosio,Jalisco,Circunscripcion:1,B-030,libier.gonzalez@diputados.gob.mx,62640
Dip. Jorge Eugenio Russo Salido (LICENCIA),Representacion proporcional,19-dic-69,Jose Eduardo Esquer Escobar(en funciones),Sonora,Circunscripcion:1,B-032,jorge.russo@diputados.gob.mx,62652
Dip. Benito Medina Herrera,Representacion proporcional,05-jun-50,Diego Aguilar,Baja California,Circunscripcion:1,C-064,benito.medina@diputados.gob.mx,59504
Dip. Lourdes Erika Sanchez Martinez (LICENCIA),Representacion proporcional,29-sep-80,Reynalda Berenice Alcalde Castro,Sinaloa,Circunscripcion:1,C-066,erika.sanchez@diputados.gob.mx,59460
Dip. Alfredo Villegas Arreola,Representacion proporcional,12-ene-51,Ricardo Barroso Agramont,Sinaloa,Circunscripcion:1,E-136,alfredo.villegas@diputados.gob.mx,59448
Dip. Irma Maria Teran Villalobos,Representacion proporcional,12-nov-85,Jeanette Arrizon Marina,Sonora,Circunscripcion:1,D-099,irma.teran@diputados.gob.mx,61800
Dip. Isaias Gonzalez Cuevas,Representacion proporcional,06-jul-40,Jose David Alfaro Pagaza,Baja California Sur,Circunscripcion:1,E-139,isaias.gonzalez@diputados.gob.mx,4130
Dip. Hortensia Maria Luisa Norona Quezada (LICENCIA),Representacion proporcional,19-oct-76,Guadalupe Janneth Moreno Arguelles(en funciones),Jalisco,Circunscripcion:1,A-009,hortensia.norona@diputados.gob.mx,59520
Dip. Ismael Alfredo Hernandez Deras,Representacion proporcional,20-feb-64,Cristopher Daniel James Barousse,Durango,Circunscripcion:1,F-177,alfredo.hernandez@diputados.gob.mx,59425
Dip. Margarita Flores Sanchez (LICENCIA),Representacion proporcional,10-dic-61,Miriam Del Sol Merino Cuevas(en funciones),Nayarit,Circunscripcion:1,C-063,margarita.flores@diputados.gob.mx,59522
Dip. Erika Mariana Rosas Uribe,Representacion proporcional,09-ene-84,Mariana Cosio Valdes,Sinaloa,Circunscripcion:1,J-337,erika.rosas@diputados.gob.mx,61694
Dip. Marco Antonio Gomez Alcantar,Representacion proporcional,18-abr-72,Misael Sanchez Sanchez,Sinaloa,Circunscripcion:1,I-294,antonio.gomez@diputados.gob.mx,59616
Dip. Veronica Ramos Cruz,Representacion proporcional,01-may-85,Rosa Maria Cardona Alegria,Jalisco,Circunscripcion:1,L-457,veronica.ramos@diputados.gob.mx,61322
Dip. Marco Antonio Carbajal Miranda (LICENCIA),Representacion proporcional,26-sep-59,J Felix Vargas Aldiano(en funciones),Sonora,Circunscripcion:1,J-360,marco.carbajal@diputados.gob.mx,61533
Dip. Tatiana Clouthier Carrillo (LICENCIA),Representacion proporcional,12-ago-64,Maria Del Carmen Almeida Navarro(en funciones),Sinaloa,Circunscripcion:1,I-310,tatiana.clouthier@diputados.gob.mx,61108
Dip. Miguel Angel Marquez Gonzalez,Representacion proporcional,21-oct-62,Jose Manuel Martin Gomez,Jalisco,Circunscripcion:1,M-496,miguel.marquez@diputados.gob.mx,61630
Dip. Carmina Yadira Regalado Mardueno (LICENCIA),Representacion proporcional,06-nov-67,Maria De Jesus Aguirre Barradas(en funciones),Nayarit,Circunscripcion:1,H-282,carmina.regalado@diputados.gob.mx,61605
Dip. Francisco Javier Guzman De La Torre,Representacion proporcional,29-ago-44,Neri Eduardo Maciel Hernandez,Jalisco,Circunscripcion:1,M-499,javier.guzman@diputados.gob.mx,61640
Dip. Maria Teresa Lopez Perez,Representacion proporcional,30-dic-40,Leticia Perez Rodriguez,Jalisco,Circunscripcion:1,M-497,teresa.lopez@diputados.gob.mx,61638
Dip. Sebastian Aguilera Brenes,Representacion proporcional,10-jun-95,Jorge Ariff Marave Sanchez,Chihuahua,Circunscripcion:1,J-369,sebastian.aguilera@diputados.gob.mx,61243
Dip. Miriam Citlally Perez Mackintosh,Representacion proporcional,20-nov-67,Claudia Ramona Moreno Salas,Nayarit,Circunscripcion:1,H-281,miriam.perez@diputados.gob.mx,61624
Dip. Alberto Villa Villegas,Representacion proporcional,25-oct-72,Ismael Miranda Ornelas,Jalisco,Circunscripcion:1,L-438,alberto.villa@diputados.gob.mx,61320
Dip. Lucinda Sandoval Soberanes,Representacion proporcional,18-feb-80,Damaris Osuna Zavala,Sinaloa,Circunscripcion:1,J-362,lucinda.sandoval@diputados.gob.mx,61646
Dip. Juan Carlos Loera De La Rosa (LICENCIA),Representacion proporcional,27-abr-69,Francisco Jorge Villarreal Pasaret(en funciones),Chihuahua,Circunscripcion:1,J-371,juan.loera@diputados.gob.mx,61241
Dip. Katia Alejandra Castillo Lozano,Representacion proporcional,20-oct-82,Telma Artemisa Montano Navarro,Jalisco,Circunscripcion:1,M-500,katia.castillo@diputados.gob.mx,61708
Dip. Efrain Rocha Vega,Representacion proporcional,12-may-55,Jorge Valdez Anaya,Chihuahua,Circunscripcion:1,K-413,efrain.rocha@diputados.gob.mx,61234
Dip. Martha Patricia Ramirez Lucero,Representacion proporcional,03-sep-52,Izhaleth Ireri Angulo Castaneda,Baja California,Circunscripcion:1,K-412,martha.ramirez@diputados.gob.mx,61366
Dip. Raul Gracia Guzman,Representacion proporcional,20-feb-75,Tomas David Macias Canales,Nuevo Leon,Circunscripcion:2,H-245,raul.gracia@diputados.gob.mx,59909
Dip. Maria Marcela Torres Peimbert,Representacion proporcional,07-oct-61,Maria Fernanda Gatica Garza,Queretaro,Circunscripcion:2,J-333,marcela.torres@diputados.gob.mx,59888
Dip. Jose Isabel Trejo Reyes,Representacion proporcional,09-abr-59,Gabriel Rodriguez Medina,Zacatecas,Circunscripcion:2,K-375,jose.trejo@diputados.gob.mx,59860
Dip. Jacquelina Martinez Juarez,Representacion proporcional,26-may-81,Soledad Barrios Venegas,Zacatecas,Circunscripcion:2,E-121,jacquelina.martinez@diputados.gob.mx,59885
Dip. Marcos Aguilar Vega,Representacion proporcional,05-jul-72,Jorge Luis Alarcon Neve,Queretaro,Circunscripcion:2,J-334,marcos.aguilar@diputados.gob.mx,59916
Dip. Sylvia Violeta Garfias Cedillo,Representacion proporcional,29-mar-75,Maria Fernanda De La Torre Delgado,Aguascalientes,Circunscripcion:2,B-025,sylvia.garfias@diputados.gob.mx,59886
Dip. Victor Manuel Perez Diaz (LICENCIA),Representacion proporcional,01-jun-69,Eugenio Bueno Lozano(en funciones),Nuevo Leon,Circunscripcion:2,F-166,manuel.perez@diputados.gob.mx,57032
Dip. Nohemi Aleman Hernandez (LICENCIA),Representacion proporcional,03-feb-82,Priscilla Haydee Lagunas Cuellar(en funciones),Tamaulipas,Circunscripcion:2,C-076,nohemi.aleman@diputados.gob.mx,61176
Dip. Xavier Azuara Zuniga,Representacion proporcional,16-sep-79,Adrian Sanchez Ramiro,San Luis Potosi,Circunscripcion:2,P-501,xavier.azuara@diputados.gob.mx,59907
Dip. Silvia Guadalupe Garza Galvan,Representacion proporcional,05-jul-62,Concepcion Balderas Y Robles,Coahuila,Circunscripcion:2,H-247,silvia.garza@diputados.gob.mx,59966
Dip. Fernando Torres Graciano,Representacion proporcional,27-ago-70,Edgardo Chaire Chavero,Guanajuato,Circunscripcion:2,I-289,fernando.torres@diputados.gob.mx,59890
Dip. Isabel Margarita Guerra Villarreal,Representacion proporcional,22-sep-75,Cecilia Sofia Robledo Suarez,Nuevo Leon,Circunscripcion:2,C-054,isabel.guerra@diputados.gob.mx,59900
Dip. Juan Carlos Munoz Marquez (LICENCIA),Representacion proporcional,30-nov-69,Carlos Elhier Cinta Rodriguez(en funciones),Guanajuato,Circunscripcion:2,F-167,juan.munoz@diputados.gob.mx,59915
Dip. Frida Alejandra Esparza Marquez,Representacion proporcional,05-nov-96,Maria Guadalupe Martinez Arias,Zacatecas,Circunscripcion:2,M-461,frida.esparza@diputados.gob.mx,55175
Dip. Antonio Ortega Martinez,Representacion proporcional,28-jul-54,Jesus Josue Hernandez Medina,Aguascalientes,Circunscripcion:2,L-419,antonio.ortega@diputados.gob.mx,55107
Dip. Pilar Lozano Mac Donald,Representacion proporcional,10-oct-74,Maximina Gutierrez Tavares,Nuevo Leon,Circunscripcion:2,D-094,pilar.lozano@diputados.gob.mx,66381
Dip. Ma. de Jesus Garcia Guardado,Representacion proporcional,03-abr-59,Ma. Guadalupe Adabache Reyes,Zacatecas,Circunscripcion:2,L-445,mariadejesus.garcia@diputados.gob.mx,61589
Dip. Pedro Pablo Trevino Villarreal,Representacion proporcional,13-jun-72,Sigfrido Macias Perez,Nuevo Leon,Circunscripcion:2,H-258,pedro.trevino@diputados.gob.mx,59481
Dip. Ivonne Liliana Alvarez Garcia (LICENCIA),Representacion proporcional,25-abr-78,Rosa Elia Morales Tijerina(en funciones),Nuevo Leon,Circunscripcion:2,E-135,ivonne.alvarez@diputados.gob.mx,59485
Dip. Mariana Rodriguez Mier Y Teran,Representacion proporcional,01-jun-76,Delia Margarita Siller Zuniga,Tamaulipas,Circunscripcion:2,B-035,mariana.rodriguez@diputados.gob.mx,59534
Dip. Ruben Ignacio Moreira Valdez (LICENCIA),Representacion proporcional,18-abr-63,Ramon Verduzco Gonzalez,Coahuila,Circunscripcion:2,G-218,ruben.moreira@diputados.gob.mx,59470
Dip. Frinne Azuara Yarzabal,Representacion proporcional,03-mar-56,Eugenia Guadalupe Aboytes Gonzalez,San Luis Potosi,Circunscripcion:2,A-012,frinne.azuara@diputados.gob.mx,59528
Dip. Carlos Pavon Campos,Representacion proporcional,31-oct-55,Alberto Lugo Ledesma,Zacatecas,Circunscripcion:2,A-010,carlos.pavon@diputados.gob.mx,59544
Dip. Maria Aleman Munoz Castillo,Representacion proporcional,14-abr-90,Sonia Martha Lopez Villarreal,Queretaro,Circunscripcion:2,E-137,aleman.munoz@diputados.gob.mx,59532
Dip. Lenin Nelson Campos Cordova,Representacion proporcional,08-ago-61,Ramiro  Miguel Hernandez,San Luis Potosi,Circunscripcion:2,I-299,lenin.campos@diputados.gob.mx,59530
Dip. Norma Guel Saldivar (LICENCIA),Representacion proporcional,24-abr-81,Lily Fabiola De La Rosa Cortes(en funciones),Aguascalientes,Circunscripcion:2,A-011,norma.guel@diputados.gob.mx,59502
Dip. Carlos Alberto Puente Salas,Representacion proporcional,16-dic-71,Enrique Fanjon Gonzalez,Zacatecas,Circunscripcion:2,I-298,carlos.puente@diputados.gob.mx,59608
Dip. Beatriz Manrique Guevara (LICENCIA),Representacion proporcional,20-may-67,Zulma Espinoza Mata(en funciones),Guanajuato,Circunscripcion:2,H-253,beatriz.manrique@diputados.gob.mx,59616
Dip. Oscar Rafael Novella Macias (LICENCIA),Representacion proporcional,12-oct-84,Hugo Adrian Felix Pichardo(en funciones),Zacatecas,Circunscripcion:2,L-443,oscar.novella@diputados.gob.mx,61585
Dip. Adriana Aguilar Vazquez (LICENCIA),Representacion proporcional,20-jul-77,Maria Del Carmen Quiroz Rodriguez(en funciones),San Luis Potosi,Circunscripcion:2,M-495,aaguilar.vazquez@diputados.gob.mx,61658
Dip. Miguel Angel Chico Herrera,Representacion proporcional,17-mar-61,Jose Javier Aguirre Gallardo,Guanajuato,Circunscripcion:2,K-382,miguel.chico@diputados.gob.mx,61316
Dip. Lidia Nallely Vargas Hernandez (LICENCIA),Representacion proporcional,03-ago-92,Alejandra Ramirez Rodriguez(en funciones),San Luis Potosi,Circunscripcion:2,M-490,lidia.vargas@diputados.gob.mx,61660
Dip. Juan Israel Ramos Ruiz,Representacion proporcional,29-abr-73,Jaime Fernando Guerrero Gonzalez,Guanajuato,Circunscripcion:2,K-381,juan.ramos@diputados.gob.mx,61629
Dip. Diego Eduardo Del Bosque Villarreal,Representacion proporcional,21-feb-90,Raul Steel Ramirez Garza,Coahuila,Circunscripcion:2,M-492,diego.delbosque@diputados.gob.mx,61599
Dip. Martina Cazarez Yanez,Representacion proporcional,07-mar-70,Rosario Guadalupe Saenz Alvizo,San Luis Potosi,Circunscripcion:2,M-488,martina.cazarez@diputados.gob.mx,61656
Dip. Maria Luisa Veloz Silva,Representacion proporcional,26-ago-56,Adela Celeste Arthur Vivanco,San Luis Potosi,Circunscripcion:2,M-487,maria.veloz@diputados.gob.mx,61642
Dip. Edelmiro Santiago Santos Diaz,Representacion proporcional,02-jul-60,Jose Antonio Leal Doria,Nuevo Leon,Circunscripcion:2,L-449,edelmiro.santos@diputados.gob.mx,61784
Dip. Miroslava Sanchez Galvan,Representacion proporcional,10-ago-57,Edna Laura Huerta Ruiz,Coahuila,Circunscripcion:2,M-493,miroslava.sanchez@diputados.gob.mx,61593
Dip. Cuauhtli Fernando Badillo Moreno (LICENCIA),Representacion proporcional,11-may-90,Rene Rogelio Mantecon Salas(en funciones),San Luis Potosi,Circunscripcion:2,M-489,cuauhtli.badillo@diputados.gob.mx,61662
Dip. Francisco Elizondo Garrido,Representacion proporcional,17-ene-82,Arturo Arroyo Navarrete,Nuevo Leon,Circunscripcion:2,J-338,francisco.elizondo@diputados.gob.mx,61692
Dip. Cecilia Anunciacion Patron Laviada,Representacion proporcional,25-mar-71,Maria Cristina Castillo Espinosa,Yucatan,Circunscripcion:3,F-161,cecilia.patron@diputados.gob.mx,59902
Dip. Carlos Alberto Valenzuela Gonzalez,Representacion proporcional,18-abr-83,Jose Ricardo Medina Hernandez,Veracruz,Circunscripcion:3,B-027,carlos.valenzuela@diputados.gob.mx,59969
Dip. Antonia Natividad Diaz Jimenez,Representacion proporcional,13-jun-82,Laura Leticia Mendez Reyes,Oaxaca,Circunscripcion:3,B-029,antonia.diaz@diputados.gob.mx,59885
Dip. Carlos Alberto Morales Vazquez,Representacion proporcional,22-ago-72,Pedro Ameth Navarro Lara,Chiapas,Circunscripcion:3,J-335,carlos.morales@diputados.gob.mx,59080
Dip. Maria Del Rosario Guzman Aviles,Representacion proporcional,20-nov-63,Noelia Garcia Escalante,Veracruz,Circunscripcion:3,H-243,rosario.guzman@diputados.gob.mx,59918
Dip. Jose Del Carmen Gomez Quej,Representacion proporcional,18-dic-57,Mario Enrique Pacheco Ceballos,Campeche,Circunscripcion:3,I-291,josedelcarmen.gomez@diputados.gob.mx,59903
Dip. Dulce Alejandra Garcia Morlan (LICENCIA),Representacion proporcional,05-dic-78,Irasema Aquino Gonzalez(en funciones),Oaxaca,Circunscripcion:3,A-003,dulce.garcia@diputados.gob.mx,59903
Dip. Norma Azucena Rodriguez Zamora,Representacion proporcional,07-feb-86,Perla Eugenia Rodriguez Silva,Veracruz,Circunscripcion:3,M-460,azucena.rodriguez@diputados.gob.mx,62469
Dip. Teofilo Manuel Garcia Corpus,Representacion proporcional,06-feb-58,Luis Octavio Murat Macias,Oaxaca,Circunscripcion:3,L-455,teofilo.garcia@diputados.gob.mx,61753
Dip. Dulce Maria Mendez De La Luz Dauzon,Representacion proporcional,06-oct-85,Mayra Angelica Amador Perez,Veracruz,Circunscripcion:3,F-172,dulce.mendez@diputados.gob.mx,62634
Dip. Juan Ortiz Guarneros,Representacion proporcional,25-sep-53,Alejandro Jesus Ceron Molina,Veracruz,Circunscripcion:3,C-065,juan.ortiz@diputados.gob.mx,59538
Dip. Dulce Maria Sauri Riancho,Representacion proporcional,14-ago-51,Julieta Famania Ruiz,Yucatan,Circunscripcion:3,P-509,dulce.sauri@diputados.gob.mx,5029
Dip. Hector Yunes Landa (LICENCIA),Representacion proporcional,27-oct-58,Edmundo Martinez Zaleta,Veracruz,Circunscripcion:3,F-175,hector.yunes@diputados.gob.mx,59416
Dip. Soraya Perez Munguia,Representacion proporcional,27-sep-77,Paloma Alejandra Franco Lopez,Tabasco,Circunscripcion:3,H-255,soraya.perez@diputados.gob.mx,59432
Dip. Pablo Guillermo Angulo Briceno,Representacion proporcional,01-ago-90,Vicente Exiquio Cruz Ramirez,Campeche,Circunscripcion:3,D-100,pablo.angulo@diputados.gob.mx,59458
Dip. Anilu Ingram Vallines (LICENCIA),Representacion proporcional,26-ago-80,Mayusa Isolina Gonzalez Cauich(en funciones),Veracruz,Circunscripcion:3,D-096,anilu.ingram@diputados.gob.mx,59422
Dip. Manuel Limon Hernandez,Representacion proporcional,10-ene-46,Jose Julio Espinosa Morales,Veracruz,Circunscripcion:3,B-036,manuel.limon@diputados.gob.mx,59536
Dip. Jorge Emilio Gonzalez Martinez (LICENCIA),Representacion proporcional,16-abr-72,Jorge Francisco Corona Mendez(en funciones),Quintana Roo,Circunscripcion:3,I-296,jemilio.gonzalez@diputados.gob.mx,59622
Dip. Ana Patricia Peralta De La Pena,Representacion proporcional,24-jun-90,Paola De La Concepcion Palma Vazquez,Quintana Roo,Circunscripcion:3,J-339,ana.peralta@diputados.gob.mx,61562
Dip. Edith Garcia Rosales,Representacion proporcional,17-oct-92,Susana Lili Marquez Pineda,Veracruz,Circunscripcion:3,L-429,edith.garcia@diputados.gob.mx,61410
Dip. Alejandro Ponce Cobos,Representacion proporcional,17-abr-72,Jose Amador Izundegui Ordonez,Oaxaca,Circunscripcion:3,J-346,alejandro.ponce@diputados.gob.mx,61204
Dip. Patricia Del Carmen De La Cruz Delucio,Representacion proporcional,21-jun-71,Yendi Nayeli Hernandez Solorzano,Chiapas,Circunscripcion:3,L-425,patricia.delacruz@diputados.gob.mx,61161
Dip. Iran Santiago Manuel,Representacion proporcional,04-mar-85,Francisco Salinas Bautista,Oaxaca,Circunscripcion:3,I-306,iran.santiago@diputados.gob.mx,61190
Dip. Lizeth Amayrani Guerra Mendez,Representacion proporcional,18-ene-94,Velia Laura Landeros Garcia,Veracruz,Circunscripcion:3,L-430,lizeth.guerra@diputados.gob.mx,61412
Dip. Julio Carranza Areas,Representacion proporcional,14-mar-65,Carlos Alberto Vega Celorio,Veracruz,Circunscripcion:3,M-474,julio.carranza@diputados.gob.mx,61514
Dip. Virginia Merino Garcia,Representacion proporcional,11-ene-86,--- --- ---,Oaxaca,Circunscripcion:3,J-347,virginia.merino@diputados.gob.mx,61186
Dip. Manuel Gomez Ventura,Representacion proporcional,10-nov-66,Raul Athie Cisneros,Veracruz,Circunscripcion:3,K-391,mgomez.ventura@diputados.gob.mx,61510
Dip. Emeteria Claudia Martinez Aguilar,Representacion proporcional,03-mar-85,Damaris Del Rocio Vera Lara,Chiapas,Circunscripcion:3,L-426,emeteria.martinez@diputados.gob.mx,61153
Dip. Luis Javier Alegre Salazar,Representacion proporcional,04-feb-64,Wilbert Alberto Batun Chulim,Quintana Roo,Circunscripcion:3,I-308,luis.alegre@diputados.gob.mx,61202
Dip. Graciela Zavaleta Sanchez,Representacion proporcional,23-dic-46,Concepcion Sanchez Bartolo,Oaxaca,Circunscripcion:3,J-350,graciela.zavaleta@diputados.gob.mx,61188
Dip. Ciro Sales Ruiz (LICENCIA),Representacion proporcional,01-ene-74,Jorge Angel Sibaja Mendoza(en funciones),Chiapas,Circunscripcion:3,M-468,ciro.sales@diputados.gob.mx,61210
Dip. Zaira Ochoa Valdivia,Representacion proporcional,05-mar-73,Martha Rosa Morales Romero,Veracruz,Circunscripcion:3,L-436,zaira.ochoa@diputados.gob.mx,61402
Dip. Marco Antonio Andrade Zavala,Representacion proporcional,17-nov-72,Daniel Castillo De La Cruz,Chiapas,Circunscripcion:3,M-470,antonio.andrade@diputados.gob.mx,61163
Dip. Rosalba Valencia Cruz,Representacion proporcional,25-jul-65,Alma Valdivieso Medina,Veracruz,Circunscripcion:3,K-390,rosalba.valencia@diputados.gob.mx,61446
Dip. Armando Contreras Castillo,Representacion proporcional,13-abr-66,Luis Alberto Sosa Castillo,Oaxaca,Circunscripcion:3,H-259,acontreras.castillo@diputados.gob.mx,61192
Dip. Ediltrudis Rodriguez Arellano,Representacion proporcional,23-jun-54,Cecileyvis Perez Portela,Tabasco,Circunscripcion:3,M-481,ediltrudis.rodriguez@diputados.gob.mx,61180
Dip. Marco Antonio Medina Perez,Representacion proporcional,17-dic-58,Genaro Ibanez Martinez,Veracruz,Circunscripcion:3,K-394,marco.medina@diputados.gob.mx,61404
Dip. Dorheny Garcia Cayetano,Representacion proporcional,25-jul-90,Clementina Salazar Cruz,Veracruz,Circunscripcion:3,L-435,dorheny.garcia@diputados.gob.mx,61440
Dip. Victor Blas Lopez,Representacion proporcional,09-ago-65,Jorge Cruz Melendez,Oaxaca,Circunscripcion:3,I-304,victor.blas@diputados.gob.mx,61198
Dip. Maribel Martinez Ruiz,Representacion proporcional,30-oct-72,Lucy Hernandez Perez,Oaxaca,Circunscripcion:3,B-050,mmartinez.ruiz@diputados.gob.mx,62024
Dip. Jorge Romero Herrera,Representacion proporcional,03-ene-79,Mario Enrique Sanchez Flores,Ciudad de Mexico,Circunscripcion:4,D-088,jromero.herrera@diputados.gob.mx,59906
Dip. Adriana Davila Fernandez,Representacion proporcional,30-dic-70,Bibian Eunice Ordaz Llanes,Tlaxcala,Circunscripcion:4,G-207,adriana.davila@diputados.gob.mx,59968
Dip. Marco Antonio Adame Castillo,Representacion proporcional,06-dic-60,Andres Diaz Larios,Morelos,Circunscripcion:4,C-055,marco.adame@diputados.gob.mx,59910
Dip. Veronica Maria Sobrado Rodriguez,Representacion proporcional,07-mar-70,Yolanda Rodriguez De Jesus,Puebla,Circunscripcion:4,E-122,veronica.sobrado@diputados.gob.mx,59901
Dip. Carlos Carreon Mejia,Representacion proporcional,27-may-73,Raymundo Bolanos Azocar,Tlaxcala,Circunscripcion:4,J-332,carlos.carreon@diputados.gob.mx,59914
Dip. Ana Lucia Riojas Martinez,Representacion proporcional,25-feb-88,Imelda Noemi Gonzalez Barreras,Ciudad de Mexico,Circunscripcion:4,L-422,lucia.riojas@diputados.gob.mx,67167
Dip. Oscar Daniel Martinez Terrazas,Representacion proporcional,17-ene-86,Angelo Gutierrez Hernandez,Morelos,Circunscripcion:4,H-250,oscar.martinez@diputados.gob.mx,59916
Dip. Hector Serrano Cortes,Representacion proporcional,22-abr-62,Lauro Antonio Martinez Salas,Ciudad de Mexico,Circunscripcion:4,K-380,hector.serrano@diputados.gob.mx,62100
Dip. Julieta Macias Rabago,Representacion proporcional,05-oct-71,Mariana Ivonne Breton Hernandez,Ciudad de Mexico,Circunscripcion:4,D-095,julieta.macias@diputados.gob.mx,53062/8334
Dip. Mauricio Alonso Toledo Gutierrez,Representacion proporcional,19-jun-80,Benito Ocampo Olivares,Ciudad de Mexico,Circunscripcion:4,H-252,mauricio.toledo@diputados.gob.mx,55125
Dip. Luz Estefania Rosas Martinez,Representacion proporcional,22-ago-95,Gabriela Scarlett Perez Perez,Ciudad de Mexico,Circunscripcion:4,L-456,luz.rosas@diputados.gob.mx,55116
Dip. Martha Tagle Martinez,Representacion proporcional,26-nov-73,Lucia Alejandra Puente Garcia,Ciudad de Mexico,Circunscripcion:4,D-091,martha.tagle@diputados.gob.mx,62642
Dip. Laura Martinez Gonzalez,Representacion proporcional,15-ene-70,Maria Hilda Penaloza Martinez,Ciudad de Mexico,Circunscripcion:4,K-397,laura.martinez@diputados.gob.mx,61274
Dip. Maria Lucero Saldana Perez,Representacion proporcional,18-ene-57,Iris Orihuela Perez,Puebla,Circunscripcion:4,H-256,lucero.saldana@diputados.gob.mx,59418
Dip. Fernando Galindo Favela,Representacion proporcional,06-may-78,Luis Madrazo Lajous,Ciudad de Mexico,Circunscripcion:4,G-216,fernando.galindo@diputados.gob.mx,59479
Dip. Cynthia Iliana Lopez Castro,Representacion proporcional,18-feb-87,Jessica Camarero Morales,Ciudad de Mexico,Circunscripcion:4,B-037,cynthia.lopez@diputados.gob.mx,59506
Dip. Rene Juarez Cisneros,Representacion proporcional,08-jun-56,Paul Ospital Carrera,Guerrero,Circunscripcion:4,F-176,rene.juarez@diputados.gob.mx,59410
Dip. Claudia Pastor Badilla,Representacion proporcional,01-dic-70,Myrna Yvet Torres Camacho,Ciudad de Mexico,Circunscripcion:4,J-342,claudia.pastor@diputados.gob.mx,59508
Dip. Luis Eleusis Leonidas Cordova Moran,Representacion proporcional,26-sep-49,Eduardo Zarate Salgado,Puebla,Circunscripcion:4,I-300,eleusis.cordova@diputados.gob.mx,59524
Dip. Arturo Escobar y Vega,Representacion proporcional,23-abr-70,Omar Sesai Jimenez Santos,Ciudad de Mexico,Circunscripcion:4,I-297,arturo.escobar@diputados.gob.mx,59606
Dip. Nayeli Arlen Fernandez Cruz,Representacion proporcional,16-ene-84,Veronica Guadalupe Brunt Gonzalez,Ciudad de Mexico,Circunscripcion:4,J-340,nayeli.fernandez@diputados.gob.mx,59610
